Number,Exclusion,Plot,Site_Text,Trt,Block,Block_Unique,Filter,year,site_name,continent,country,elevation,latitude,longitude,RAIN_PET,MAT_v2,MAP_v2,AI,PET,N_Dep,N,P,K,Exclose,first_nutrient_year,first_fenced_year,year_trt,sum_INT_cover,sum_NAT_cover,sum_UNK_cover,total_cover,INT_rich,NAT_rich,UNK_rich,rich,site_richness,site_native_richness,site_introduced_richness,plot_beta,dead_mass,live_mass,total_mass,unsorted_mass,proportion_par,Ambient_PAR,Ground_PAR,pct_C,pct_N,ppm_P,ppm_K,ppm_Ca,ppm_Mg,ppm_S,ppm_Na,ppm_Zn,ppm_Mn,ppm_Fe,ppm_Cu,ppm_B,pH,PercentSand,PercentSilt,PercentClay,Classification,shannon,inverse_simpson,evenness,Single_AICc,Asym_AICc,weibull.AIC,LowestAIC,T_nmax,Nmax,Single_RMSE,Asymp_RMSE,Weibull_RMSE,single.k,single.k.div,asymp.k,asymp.A,Asymp_collapse,weibull.alpha,weibull.beta,weibull.mrt,weibull.half.life,weibull.quarter,weibull.tenth,weibull.div,Prop_Init_N_Mass_1yr,Fin_C_Mass_g,Prop_Init_C_Mass,Ground_PAR,Total_mass_mean,Ground_PAR_mean
44,,14,Sierra,K,2,5,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,0,0,1,0,2008,2008,1,106.5,0.5,0,107,4,1,0,5,114,39,41,22.8,29.85,57.9,87.75,NA,NA,NA,NA,3.09,0.253,37,138,1680,230,24,35,3.3,141,187,2.9,0.3,5.7,NA,NA,NA,NA,0.764443755,1.964987557,0.47497561,-12.1004811,-9.625516566,-12.03177659,S,1.78,0.113607353,0.083470783,0.073794179,0.066741884,0.158924685,0.006967372,0.339620927,0.33485403,FALSE,0.662153101,7.565271938,10.12964581,4.349458744,1.152553946,0.252841585,0.004454479,1.16370294,1.33731006,0.276293127,133,255.7571429,NA
45,,15,Sierra,NK,2,5,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,1,0,1,0,2008,2008,1,102,13,0,115,5,3,0,8,114,39,41,14.25,91.05,59.25,150.3,NA,NA,NA,NA,2.864,0.228,43,119,1817,252,29,31,3.6,131,182,3.3,0.3,5.8,NA,NA,NA,NA,1.767321806,4.839004757,0.849902135,-8.58920341,-6.315743145,-9.152800489,W,1.77,0.130593237,0.092116105,0.073393704,0.068448619,0.174134677,0.008485377,0.498522861,0.41124492,FALSE,0.586861517,7.663234524,11.87492526,4.103760093,0.917087159,0.165605693,0.004685213,1.344345757,1.923821,0.39786601,54.25,373.9142857,NA
46,,16,Sierra,P,2,5,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,0,1,0,0,2008,2008,1,102.5,7.5,0,110,7,6,0,13,114,39,41,8.7692,92.55,28.05,120.6,NA,NA,NA,NA,1.739,0.136,11,44,1744,352,20,41,1.6,175,276,4.1,0.3,5.9,NA,NA,NA,NA,1.677665683,4.100999831,0.654073609,-8.041019534,-3.841019535,-5.267894766,S,2.81,0.126741562,0.111548359,0.111548359,0.108198459,0.119082682,0.012443036,0.119082623,0,TRUE,0.740787919,10.28962694,12.37831437,6.273756907,1.914160844,0.493286016,0.011706906,1.12397871,1.81963419,0.375830378,103.5833333,202.6857143,NA
48,,18,Sierra,PK,2,5,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,0,1,1,0,2008,2008,1,66,2.5,0,68.5,7,4,0,11,114,39,41,10.3636,109.5,25.25,134.75,NA,NA,NA,NA,1.798,0.149,14,51,1566,412,22,39,2.5,145,279,3.2,0.3,5.9,NA,NA,NA,NA,1.541336557,3.708555621,0.64278727,-6.985941594,-14.6651549,-15.03675479,W,4.8,0.110015349,0.120279827,0.051485781,0.053849408,0.121934525,0.014467237,0.922618833,0.562264042,FALSE,0.287099073,37.31529494,423.9979801,10.41029767,0.48664942,0.014714939,0.002899759,0.995247593,2.58168684,0.533332605,51.25,309.8285714,NA
49,,19,Sierra,N,2,5,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,1,0,0,0,2008,2008,1,78,0,0,78,5,0,0,5,114,39,41,22.8,109.25,154.15,263.4,NA,NA,NA,NA,2.591,0.216,17,77,1668,356,25,37,2.7,176,182,3.6,0.4,5.6,NA,NA,NA,NA,0.860740782,2.150203216,0.534808317,-12.32637679,-12.95363085,-14.34117101,W,3.23,0.134623111,0.082134756,0.058180916,0.056592471,0.13940764,0.006746118,0.440175625,0.44400962,FALSE,0.596917326,9.89332049,14.98599698,5.354034087,1.227079858,0.22806565,0.003202708,1.18379907,1.88177857,0.38901555,57.2,336.9928571,NA
50,,20,Sierra,NPK,2,5,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,1,1,1,0,2008,2008,1,102,0.5,0,102.5,4,1,0,5,114,39,41,22.8,111,72.4,183.4,NA,NA,NA,NA,3.064,0.253,31,115,1756,333,25,33,4.5,146,183,3.1,0.4,6,NA,NA,NA,NA,1.196204198,3.132220318,0.743243457,-11.70704391,-7.717852936,-9.892188752,S,0,0.1190616,0.071039052,0.065300237,0.064358414,0.178282641,0.005046547,0.30725215,0.272016092,FALSE,0.788445906,6.219710481,7.121910921,3.907385527,1.280853987,0.358273848,0.004142005,1.284760833,2.0708493,0.428101686,99.66666667,430.9357143,NA
51,,21,Sierra,K,3,6,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,0,0,1,0,2008,2008,1,84.5,3,0,87.5,7,3,0,10,114,39,41,11.4,135.15,24.25,159.4,NA,NA,NA,NA,1.952,0.163,12,51,1907,445,21,38,5.9,98,184,2.5,0.5,6.2,NA,NA,NA,NA,1.235513112,2.625581191,0.536576527,-4.289174464,-0.13074097,-1.538553341,S,1.78,0.120800972,0.145830814,0.145398479,0.141224193,0.11550318,0.021266626,0.18460127,0.269379287,FALSE,0.693190791,11.36009061,14.51592479,6.69508237,1.882812548,0.442071722,0.019944273,1.24196684,1.15847585,0.239680647,771.8333333,120.8214286,NA
52,,22,Sierra,P,3,6,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,0,1,0,0,2008,2008,1,74,1,0,75,8,2,0,10,114,39,41,11.4,167.65,59.75,227.4,NA,NA,NA,NA,1.73,0.147,14,55,1756,451,23,34,3,117,144,2.4,0.3,6.2,NA,NA,NA,NA,1.469743346,3.39673913,0.638301425,-13.62870363,-15.96076791,-20.22964882,W,2.49,0.110191015,0.074838908,0.046934917,0.037161393,0.124212765,0.005600862,0.474343478,0.496964316,FALSE,0.526355896,13.48977039,24.64745133,6.723508802,1.264786467,0.187600518,0.001380969,1.095945593,2.10431593,0.435194222,378.8333333,237.05,NA
53,,23,Sierra,NPK,3,6,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,1,1,1,0,2008,2008,1,60,16.5,0,76.5,5,4,0,9,114,39,41,12.6667,146.8,39.95,186.75,NA,NA,NA,NA,1.706,0.137,10,43,2238,544,25,42,1.8,69,145,2.2,0.3,6.2,NA,NA,NA,NA,1.699844503,4.002544529,0.773632573,-16.70320484,-13.33257123,-15.55531775,S,3.13,0.136379649,0.060083225,0.056627245,0.051891302,0.121669765,0.003609994,0.221032903,0.31718636,FALSE,0.757186691,9.881358351,11.67398417,6.089733631,1.906402274,0.505927848,0.002692707,1.17800432,2.00740965,0.414862514,418.4166667,222.7071429,NA
54,,24,Sierra,NK,3,6,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,1,0,1,0,2008,2008,1,87,7.5,0,94.5,8,5,0,13,114,39,41,8.7692,135.9,56.1,192,NA,NA,NA,NA,2.31,0.183,12,42,2136,578,24,40,2,70,249,2.5,0.4,6,NA,NA,NA,NA,1.359335853,2.32968108,0.529965962,-13.58778971,-9.584717934,-11.31900925,S,3.13,0.151617149,0.075057939,0.074009542,0.070227829,0.140647838,0.005633694,0.197298644,0.194256735,FALSE,0.801488734,7.943970398,8.988599612,5.028506538,1.678552489,0.479351564,0.004931948,1.342595201,1.41952867,0.293338418,422.5,157.6571429,NA
55,,25,Sierra,PK,3,6,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,0,1,1,0,2008,2008,1,108,3,0,111,8,1,0,9,114,39,41,12.6667,261.9,53.5,315.4,NA,NA,NA,NA,2.739,0.215,12,57,2794,735,27,42,3.1,48,276,2.4,0.3,6,NA,NA,NA,NA,1.453928988,2.944437806,0.661711599,-6.921445747,-2.667417936,-5.505217848,S,1.27,0.116502899,0.105850699,0.099470911,0.092763068,0.147482781,0.01120437,0.33474897,0.372296341,FALSE,0.653372056,8.792625256,11.94466706,5.017628514,1.306089541,0.280741119,0.008604987,1.22631241,1.54454652,0.319460095,479.1666667,241.3285714,NA
57,,27,Sierra,Control,3,6,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,0,0,0,0,2008,2008,1,57,11,0,68,8,2,0,10,114,39,41,11.4,89.75,22.5,112.25,NA,NA,NA,NA,1.896,0.158,11,41,1842,452,25,33,9.2,97,152,2.3,0.3,6.1,36,45.1,18.8,Loam,1.343119463,2.663758389,0.583309371,-11.54749422,-7.34749424,-8.392822468,S,1.83,0.116861912,0.086833781,0.086833781,0.086553091,0.140064878,0.007540106,0.140061847,0,TRUE,1.059736544,6.96811703,6.811074667,4.930755241,2.150447822,0.833458977,0.007491438,1.179040555,1.17221445,0.24237754,369.5833333,170.5928571,NA
58,,28,Sierra,NP,3,6,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,1,1,0,0,2008,2008,1,64,48,0,112,6,2,0,8,114,39,41,14.25,100.5,27.9,128.4,NA,NA,NA,NA,2.123,0.163,10,46,2313,554,27,38,2.7,83,197,2.4,0.3,6,NA,NA,NA,NA,1.225377026,2.629016553,0.589281786,-3.6972676,1.3027324,-0.811318168,S,2.56,0.125520886,0.138477951,0.138477951,0.137168061,0.155823581,0.019176143,0.15582354,0,TRUE,0.859485357,6.867021467,7.420071229,4.483022366,1.61146362,0.500802949,0.018815077,1.080473442,0.92735335,0.191843801,309.75,275.2857143,NA
60,,30,Sierra,N,3,6,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,1,0,0,0,2008,2008,1,84,3,0,87,6,3,0,9,114,39,41,12.6667,95.25,44.9,140.15,NA,NA,NA,NA,2.628,0.201,12,52,2438,561,25,41,3.1,81,221,3,0.3,6.1,NA,NA,NA,NA,1.213042659,2.497804796,0.552079506,-7.492783078,-3.357613752,-5.357699059,S,2.78,0.127264186,0.116003221,0.115467279,0.107506631,0.131190122,0.013456747,0.19259251,0.220327986,FALSE,0.648640614,10.02466024,13.72838788,5.697345302,1.468531368,0.312137592,0.011557676,1.143083532,1.162249,0.240461285,689.5833333,118.3428571,NA
61,,31,Sierra,NK,4,7,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,1,0,1,0,2008,2008,1,121,0,0,121,5,0,0,5,114,39,41,22.8,164.5,347.5,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.997838542,2.320653035,0.619991945,-14.22473166,-12.066994,-15.30323614,W,2.78,0.135388186,0.07171963,0.061984763,0.052834111,0.150008611,0.005143705,0.310099432,0.334452494,FALSE,0.651438157,8.300481296,11.31299914,4.72889848,1.226024586,0.26233134,0.002791443,1.232092772,2.07212604,0.42798048,46.33333333,311.6714286,NA
62,,32,Sierra,P,4,7,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,0,1,0,0,2008,2008,1,128,0,0,128,7,0,0,7,114,39,41,16.2857,176.5,325.5,502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.321284006,2.725216234,0.67900566,-14.22473166,-12.066994,-15.30323614,W,2.78,0.135388186,0.07171963,0.061984763,0.052834111,0.150008611,0.005143705,0.310099432,0.334452494,FALSE,0.651438157,8.300481296,11.31299914,4.72889848,1.226024586,0.26233134,0.002791443,1.302966559,0.64807344,0.133854204,109.8333333,260.0642857,NA
63,,33,Sierra,PK,4,7,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,0,1,1,0,2008,2008,1,110,0,0,110,4,0,0,4,114,39,41,28.5,152.5,219.5,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.680279152,1.584184341,0.49071768,-8.293591515,-4.093591518,-5.09636747,S,1.73,0.123136359,0.109553975,0.109553975,0.109532255,0.149806862,0.012002073,0.149806561,0,TRUE,0.983092962,6.719040267,6.768715413,4.628020272,1.891971246,0.681047399,0.011997315,1.255743338,0.74802822,0.154499036,198.4166667,314.1428571,NA
64,,34,Sierra,Control,4,7,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,0,0,0,0,2008,2008,1,158,0,0,158,8,0,0,8,114,39,41,14.25,68,278,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.569050647,3.510123735,0.754553863,-3.300856612,0.899143388,-0.166304833,S,2.32,0.133820334,0.156497694,0.156497694,0.155767794,0.142258782,0.024491528,0.142257789,0,TRUE,0.857499804,7.518878206,8.135902681,4.903731956,1.75852045,0.545027665,0.024263606,1.222840805,0.77733528,0.160552167,173.3333333,264.75,NA
65,,35,Sierra,K,4,7,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,0,0,1,0,2008,2008,1,117,1,0,118,7,1,0,8,114,39,41,14.25,161,278,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.159727723,2.064650059,0.557711145,-7.005076391,-3.271743058,-3.899067634,S,0.97,0.126805725,0.132202231,0.132202231,0.13033721,0.157370745,0.01747743,0.157370745,0,TRUE,1.19771788,6.11312022,5.753172067,4.501577653,2.16021901,0.933847641,0.016987788,1.345145631,0.54184032,0.112024545,209.4166667,192.8214286,NA
68,,38,Sierra,NPK,4,7,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,1,1,1,0,2008,2008,1,139,0,0,139,4,0,0,4,114,39,41,28.5,193,295.5,488.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.146909548,2.86619196,0.827320358,-8.124711912,-6.025341392,-6.645402371,S,0,0.134288,0.110883509,0.095434029,0.09805943,0.162617747,0.012295153,0.408069271,0.371506111,FALSE,0.673992899,7.308581396,9.60546833,4.242937121,1.150865652,0.259289544,0.009615652,1.448629989,1.5075702,0.311687521,71.83333333,483.85,NA
69,,39,Sierra,NP,4,7,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,1,1,0,0,2008,2008,1,102.5,0,0,102.5,6,0,0,6,114,39,41,19,258.5,217,475.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64607975,1.427431133,0.360583974,-4.687275139,-0.48727514,-1.487463037,S,2.22,0.144158981,0.141742408,0.141742408,0.141740505,0.138073114,0.02009091,0.138073087,0,TRUE,0.993645815,7.262876025,7.282634622,5.022456682,2.072818496,0.754287171,0.020090371,1.380498681,0.65928823,0.136170526,198.5,303.7571429,NA
80,,40,Sierra,N,4,7,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,1,0,0,0,2008,2008,1,120,0.5,0,120.5,2,1,0,3,114,39,41,38,256,147.5,403.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.586901054,1.613316297,0.534220362,-9.528183762,-6.24656309,-9.86081169,W,2.48,0.128300713,0.085182962,0.073818041,0.064526916,0.166400146,0.007256137,0.422974227,0.39393127,FALSE,0.60665123,7.997606902,11.86323203,4.37096938,1.025735483,0.195861262,0.004163723,1.173153736,1.720888,0.35543517,303.5,139.3071429,NA
81,,41,Sierra,N,5,8,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,1,0,0,0,2008,2008,1,92,0.5,0,92.5,6,1,0,7,114,39,41,16.2857,87.4,56.65,144.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59769074,4.387258044,0.821050623,-12.56135674,-9.063022781,-11.54324569,S,0,0.13114,0.066157418,0.058375611,0.056085629,0.125520803,0.004376804,0.30434574,0.426052712,FALSE,0.70027256,10.66266811,13.4920484,6.317746541,1.799637505,0.42878034,0.003145598,1.416087069,2.5109003,0.519124276,165.5,469.6428571,NA
82,,42,Sierra,NP,5,8,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,1,1,0,0,2008,2008,1,69.5,10.5,0,80,6,2,0,8,114,39,41,14.25,125.05,34.5,159.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.545350334,3.774697729,0.743156421,-12.51307668,-8.781271242,-11.41932484,S,0,0.12448,0.066424127,0.059762446,0.056667811,0.152834454,0.004412165,0.300550628,0.335887749,FALSE,0.73297439,7.880008779,9.56597631,4.77929918,1.439856426,0.365731267,0.003211241,1.342826321,2.2569638,0.466623346,137,679.8142857,NA
83,,43,Sierra,K,5,8,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,0,0,1,0,2008,2008,1,100,0,0,100,2,0,0,2,114,39,41,57,129.5,92.9,222.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562335145,1.6,0.811278124,-8.228159501,-4.028159501,-8.794819711,W,1.44,0.10496445,0.110067198,0.110067198,0.084103141,0.197550411,0.012114788,0.197550411,0,TRUE,1.610510475,4.822536774,4.321195855,3.840968202,2.224861937,1.192437397,0.007073338,1.066874873,0.3168215,0.065436858,209.6666667,444.4785714,NA
84,,44,Sierra,PK,5,8,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,0,1,1,0,2008,2008,1,86,6,0,92,5,2,0,7,114,39,41,16.2857,162.8,102.05,264.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.499723421,3.485996705,0.77070538,-10.70239798,-5.846561099,-7.954614327,S,2.42,0.119584507,0.077242533,0.076320124,0.075635989,0.109708928,0.005966409,0.177905992,0.293213296,FALSE,0.845030857,10.53571311,11.50470512,6.82807966,2.411834123,0.734703238,0.005720803,1.126493787,2.8820792,0.5952696,133.75,419.3928571,NA
85,,45,Sierra,Control,5,8,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,0,0,0,0,2008,2008,1,126,0,0,126,5,0,0,5,114,39,41,22.8,103.3,86.6,189.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.222267277,2.959731544,0.759437359,-12.01937265,-0.607061494,-11.26982074,S,3.48,0.104233242,0.032667973,0.030354175,0.027940833,0.135776629,0.001067196,0.255224448,0.37114723,FALSE,0.815232344,9.095658431,10.17007189,5.802078803,1.972934572,0.575450104,0.00078069,0.959118551,2.7749928,0.573724942,171.1666667,311.3,NA
87,,47,Sierra,P,5,8,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,0,1,0,0,2008,2008,1,120,4,0,124,5,1,0,6,114,39,41,19,141.3,31.85,173.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17737874,2.472820843,0.657107586,-5.320388962,-2.79991065,-3.790756767,S,0,0.1013472,0.120958922,0.098378688,0.107009792,0.175242263,0.014631061,0.508774945,0.414660937,FALSE,0.640412872,7.239531946,10.0582831,4.084704223,1.034681764,0.215590283,0.011451096,1.20580451,2.4680956,0.510274479,221.5833333,418.9928571,NA
88,,48,Sierra,NPK,5,8,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,1,1,1,0,2008,2008,1,105,0,0,105,5,0,0,5,114,39,41,22.8,69.55,57.75,127.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.231484944,2.843693578,0.765164617,-5.313940738,6.676696824,-3.315902528,S,0,0.134705,0.07553334,0.075444995,0.07551482,0.14268406,0.005705286,0.163183738,0.095064803,FALSE,0.98638426,7.082097133,7.123985419,4.884162945,2.002652879,0.723351053,0.005702488,1.453128371,2.351727518,0.48621558,123.75,517.8357143,NA
90,,50,Sierra,NK,5,8,FALSE,2008,Sierra Foothills REC,North America,US,197.195,39.23550963,-121.2836963,-405,16.30833341,936,0.6932,1340,3.3584,1,0,1,0,2008,2008,1,118,0,0,118,6,0,0,6,114,39,41,19,92.15,53.85,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.275851842,2.539948924,0.712066471,-6.406109973,-3.074404508,-5.581550338,S,0,0.131068,0.091365908,0.065455878,0.075994556,0.185411576,0.008347729,0.552837425,0.44016804,FALSE,0.652990536,7.071382891,9.612553504,4.034056305,1.04924011,0.225329403,0.005775173,1.415309592,2.680627224,0.554215023,114.8333333,478.3071429,NA
91,,1,Bunch,NK,1,9,FALSE,2007,Bunchgrass (Andrews LTER),North America,US,1318.083,44.27668543,-121.9680169,787,6.770833284,1618,1.9348,860,2.8441,1,0,1,0,2008,2008,0,0,98,0,128,0,10,0,11,51,38,3,4.6364,83.100005,250.89999,333.999995,NA,0.289823009,452,131,9.911,0.678,15,87,442,50,25,20,2.2,8,42,1.8,0.4,5.7,NA,NA,NA,NA,1.516081384,3.300564061,0.632255045,-10.69516006,-5.968164645,-8.430414892,S,3.03,0.116309801,0.077289136,0.07555063,0.072695695,0.164778754,0.005973611,0.224321055,0.168706928,FALSE,0.831028044,6.510320243,7.186118251,4.188543605,1.453772756,0.43407271,0.005284664,0.962664089,1.0911656,0.225596593,809.0833333,232.308785,131
92,,2,Bunch,K,1,9,FALSE,2007,Bunchgrass (Andrews LTER),North America,US,1318.083,44.27668543,-121.9680169,787,6.770833284,1618,1.9348,860,2.8441,0,0,1,0,2008,2008,0,0,102,0,132,0,12,0,13,51,38,3,3.9231,37.05,161.7,198.75,NA,0.593090211,521,309,10.87,0.706,12,69,334,37,19,22,1.6,8,43,2,0.4,5.6,NA,NA,NA,NA,2.090990291,6.610015175,0.815216988,-12.16658812,-9.477585698,-13.93109092,W,2.21,0.106289377,0.051358199,0.034503411,0.032973614,0.131378131,0.002637665,0.425763862,0.513999661,FALSE,0.647054397,11.68046152,16.0397915,6.629202805,1.703054742,0.360614155,0.001087259,0.985060247,2.74131009,0.5667611,889.25,213.8142864,309
93,,3,Bunch,PK,1,9,FALSE,2007,Bunchgrass (Andrews LTER),North America,US,1318.083,44.27668543,-121.9680169,787,6.770833284,1618,1.9348,860,2.8441,0,1,1,0,2008,2008,0,0,71,0,91,0,10,0,11,51,38,3,4.6364,28.85,182.4,211.25,NA,0.841372913,539,453.5,11.993,0.792,14,64,191,23,19,21,1.2,7,42,1.8,0.3,5.4,NA,NA,NA,NA,1.919806961,5.38776838,0.800621688,-21.52652859,-15.14464253,-19.35056356,S,NA,NA,0.020142471,0.019576943,0.019177935,0.130777649,0.000405719,0.161872093,0.147442284,FALSE,0.938758092,8.042176217,8.278278327,5.442706956,2.132982998,0.731633795,0.000367793,,2.598806,0.537836464,955.0833333,223.9142857,453.5
94,,4,Bunch,N,1,9,FALSE,2007,Bunchgrass (Andrews LTER),North America,US,1318.083,44.27668543,-121.9680169,787,6.770833284,1618,1.9348,860,2.8441,1,0,0,0,2008,2008,0,0,94,0,119,0,8,0,9,51,38,3,5.6667,31,136.950005,167.950005,NA,0.609352518,695,423.5,7.041,0.484,14,81,216,32,20,19,1.2,9,49,1.8,0.5,5.7,NA,NA,NA,NA,1.732664339,4.608200456,0.788569524,-6.490442881,-2.29044287,-3.834468379,S,2.58,0.124415557,0.124613093,0.124613093,0.119863635,0.145229745,0.015528423,0.145231486,0,TRUE,1.361694341,6.258506058,5.7303021,4.78163263,2.506729612,1.198796997,0.014367291,1.03579288,1.15700808,0.238970441,1013.583333,180.775715,423.5
95,,5,Bunch,NPK,1,9,FALSE,2007,Bunchgrass (Andrews LTER),North America,US,1318.083,44.27668543,-121.9680169,787,6.770833284,1618,1.9348,860,2.8441,1,1,1,0,2008,2008,0,0,53,0,103,0,10,0,11,51,38,3,4.6364,46.15,184,230.15,NA,0.650485437,721,469,8.274,0.574,17,70,340,41,22,19,1.7,14,55,1.7,0.3,5.6,NA,NA,NA,NA,1.566893059,3.237412267,0.65344516,-5.983491033,-1.783491033,-6.754719254,W,2.15,0.107541397,0.129208132,0.129208132,0.097296729,0.208224363,0.016694741,0.208224363,0,TRUE,1.673636672,4.599568559,4.108501906,3.694963145,2.184825815,1.198852946,0.009466653,0.949191046,0.5578759,0.115339873,424.8333333,252.3857143,469
96,,6,Bunch,NP,1,9,FALSE,2007,Bunchgrass (Andrews LTER),North America,US,1318.083,44.27668543,-121.9680169,787,6.770833284,1618,1.9348,860,2.8441,1,1,0,0,2008,2008,0,2,58,0,120,2,13,0,16,51,38,3,3.1875,53.7,136.35,190.05,NA,0.336231884,345,116,7.449,0.52,12,109,247,34,17,18,1.3,8,41,1.9,0.4,5.7,NA,NA,NA,NA,1.734324135,3.356643357,0.625525207,-14.09633156,-11.12255386,-11.39872761,S,0,0.1089616,0.072380427,0.066310524,0.069829076,0.158103038,0.005238926,0.263490245,0.256879893,FALSE,0.871953498,6.676731803,7.15251721,4.385454279,1.599624302,0.505500885,0.0048761,1.175421791,2.20562869,0.456009901,419.3333333,343.0785707,116
